score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason
100,aidha.org,Buy a Gift Card!,https://aidha.org/events-and-news/gift-of-education-2022/giftcard/,Buy a Gift Card!,... education course: Module 1 – Manage Your Money & Tech. Available as a physical gift card (no e-cards available). The gift card will be posted to the address ...,"""education"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
55,aioloscourier.gr,Personalised Scratch-Off Theatre Show Ticket – Surprise Reveal ...,https://aioloscourier.gr/Scratch-Off-Theatre-Show-Ticket-Surprise-Reveal-Gift-Voucher-1306719/,Personalised Scratch-Off Theatre Show Ticket – Surprise Reveal ...,Personalised Scratch-Off Theatre Show Ticket – Surprise Reveal Gift Voucher ... Get it delivered as soon as today. Schedule your delivery in checkout. More ...,"site:.gr ""theatre"" ""gift voucher""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
80,airbnb.gr,Παράδεισος. Μοντέρνο. Θέα στη λίμνη. Δωρεάν δωροκάρτα 200,https://www.airbnb.gr/rooms/34914351,Παράδεισος. Μοντέρνο. Θέα στη λίμνη. Δωρεάν δωροκάρτα 200,"Δωρεάν δωροκάρτα 200 $. Διαμερίσματα σε ... Ό,τι κι αν προτιμάτε, έχουν κάτι για όλους!! *Περιλαμβάνεται - δωροκάρτα 200 $ για θαλάσσια σπορ στη λίμνη του Λας ...","site:.gr ""water sports"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,airserbia.com,Gift voucher,https://www.airserbia.com/en/explore/services/gift-voucher,Gift voucher,Sweden (SEK) · Switzerland (CHF) · Turkey (USD) · United Kingdom (GBP) · United ... Gift voucher. You wish to surprise your dear one with something special ...,"""Sweden"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
70,alamy.com,Gift card display at store Stock Photos and Images,https://www.alamy.com/stock-photo/gift-card-display-at-store.html,Gift card display at store Stock Photos and Images,"Poznan, Poland - 26 July 2025: Modern electronics store displays iPhone 16 poster, ... Thessaloniki, Greece - November 24 2025: LIDL Christmas seasonal ...","""Thessaloniki"" ""electronics"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
80,alayasol.de,Yoga Gift Voucher,https://www.alayasol.de/en/products/geschenk-gutschein?srsltid=AfmBOoqbOWrkGhq3g-IFsdr-vy6QGRQ-5pyhvUyXZRIoIiE59S90yn9K,Yoga Gift Voucher,"Gift Voucher. Art.-Nr.: Art.-Nr.: Regular price 25,00 €. Sale price Regular ... Für wen ist das Yoga & Meditation Equipment geeignet? Unser Yoga- und ...","""yoga"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,aldoshoes.gr,Gift Card – ALDO Greece,https://aldoshoes.gr/pages/gift-card,Gift Card – ALDO Greece,"Gift Card. Customer Care. Help Center · Orders ... Shoes you'll love. Accessories you'll wear ... By submitting this form, you consent to receive informational ( ...","""shoes"" ""gift card"" Greece",3,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,alexander-edu.org,Learn Modern and Ancient Greek in Greece!,https://alexander-edu.org/gift-card/,Gift Card - Learn Modern and Ancient Greek in Greece!,Wonderful experience with this school in Thessaloniki - the right mixture of ... Gift Card. Want to surprise someone with more than just a typical gift ...,"""Thessaloniki"" ""experience"" ""gift card""",6,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.3\greece-market-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,alexandrisstores.gr,Valentine's day Gift Card,https://alexandrisstores.gr/en/product/valentines-day-gift-card-%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1/,Valentine's day Gift Card - Δωροκάρτα - Αλεξανδρής Καταστήματα,Weeks Special. alexandris-stores-leather-sneakers-mple-blue-dermatina-anatomika- ... Valentine's day Gift Card – Δωροκάρτα ... δωροκάρτα με το ποσό και το κείμενο ...,"site:.gr ""leather"" ""δωροκάρτα""",2,data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
80,allpeoplephotography.com,Business Thank You Gift Voucher,https://www.allpeoplephotography.com/vouchers/buiness-thank-you-photo-experience-2/,Business Thank You Gift Voucher,"Business Experience Gift Voucher. As a thank you for your valued custom from one of our business partners & All People Photography ... Greece, Greenland ...","""photography"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,allsportstore.com,All Sports GIFT VOUCHERS,https://www.allsportstore.com/en/All-Sports-GIFT-VOUCHERS/m-19488.aspx,All Sports GIFT VOUCHERS,All Sports GIFT VOUCHERS | AllSportStore.com AllSportStore.com. Summer Sale: Up ... Why Choose an E-Gift Voucher? Fast and convenient. Available in any ...,"""sports"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,alteregofashion.gr,AlterEgo,https://alteregofashion.gr/en/product/gift-card/,Δωροκάρτα AlterEgo,"Choose the amount you want to donate and a gift card with your message will ... Thessaloniki, TK. 56429 2310 681328. In the event that you wish to use ...","""Thessaloniki"" ""fashion"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
80,ammilos.gr,Κάρτα Δώρου Άμμιλος | Πρωτότυπες Γαστρονομικές Εμπειρίες,https://ammilos.gr/karta-dorou-ammilos/,Κάρτα Δώρου Άμμιλος | Πρωτότυπες Γαστρονομικές Εμπειρίες,"Η Κάρτα Δώρου Άμμιλος είναι το πιο πρωτότυπο δώρο! Μαθήματα μαγειρικής για παιδιά, εφήβους, ενήλικες και εταιρείες στη Θεσσαλονίκη. Δωρίστε μια εμπειρία ...","""κάρτα δώρου""",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,anastasiaskouzina.com.au,Gift Vouchers - Greek Sweets,https://www.anastasiaskouzina.com.au/products/gift-voucher,Gift Vouchers - Greek Sweets,Bakery · Pantry ... The recipient will automatically receive an email with a digital gift voucher code that can be used to purchase any products on our site.,"""bakery"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,anemifashion.gr,ANEMH clothing&fashion items,https://anemifashion.gr/shop/dorokarta/dorokarta/?attribute_gift-card-amount,Δωροκάρτα – ANEMH clothing&fashion items,Clean and Minimalist Fashion Gift Voucher Certificate (1). Δωροκάρτα €50. €10.00 – €200.00 Price range: €10.00 through €200.00. Ποσό Δωροκάρτας. Κάντε μία ...,"site:.gr ""fashion"" ""δωροκάρτα""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,angels-boutique.gr,Gift Card,https://www.angels-boutique.gr/product-category/mwb_wgm_giftcard,Gift Card,Δωροκάρτα. €30.00 - €200.00 VIEW CARD Preview · Angels Boutique · 2311299188. ANGELS BOUTIQUE. Σχετικά με εμάς · Επικοινωνία · Δωροκάρτα · Όροι Χρήσης ...,"site:.gr ""boutique"" ""δωροκάρτα""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
85,animapetshop.gr,Αγοράστε μία Δωροεπιταγή,https://www.animapetshop.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,Anima Pet Shop. Καλάθι 0. O Λογαριασμός μου · Αγορά Δωροεπιταγής ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.gr ""pet shop"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
80,aniri.net,Gift voucher,https://aniri.net/en/products/gut?srsltid=AfmBOoo3-OZUMpXAqqa4QX7rPLKyu3yoCS3WUXfomZ1O8VupJN_YAF8P,Gift voucher,United StatesUSD ($). Search. Geschenkgutschein - aniri | Sportswear. Gift voucher. Gift voucher. 0.,"""sportswear"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,annesemonin.com,Gift Card - Skincare - Face & Body Treatments,https://www.annesemonin.com/en-de/products/gift-card?srsltid=AfmBOopbCwP7d-TCoBRBIA2-mci_Pzb1z9iiDoyBvto-9j7OUgNP-x64,Gift Card - Skincare - Face & Body Treatments,"The gift card is sent to you by email only, valid for 1 year. 50,00 €. 100,00 €.","""skincare"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,antevacrafts.com,Gift Card 400,https://antevacrafts.com/products/gift-card-400?srsltid=AfmBOop2b7AI45uSmi_MTYDPF33mtoTLZ9ZnIn9DHw9bfGFGArPBLQBC,Gift Card 400,"Gift Card 400€. Gift Card 400€. SKU:gc-4. Handcrafted in Athens | A Goldsmith Legacy Since 1958. Regular price €400,00 EUR. Regular price €400,00 EUR Sale price ...","""Athens"" ""perfume"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
85,anthea.gr,Αγοράστε μία Δωροεπιταγή,https://www.anthea.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,Το καλάθι αγορών είναι άδειο! Συνδεση; Εγγραφη. Anthea Cosmetics ... Αυτή η δωροεπιταγή θα αποσταλεί με e-mail στον παραλήπτη αφού ολοκληρωθεί η πληρωμή σας.,"site:.gr ""cosmetics"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
85,antithesisclothing.gr,Ηλεκτρονική Δωροκάρτα,https://antithesisclothing.gr/shop/dorokarta/?srsltid,Ηλεκτρονική Δωροκάρτα,Τότε η δωροκάρτα ... ΣΥΝΔΕΣΗ/ΕΓΓΡΑΦΗ. Ο ΛΟΓΑΡΙΑΣΜΟΣ ΜΟΥ · ΟΙ ΠΑΡΑΓΓΕΛΙΕΣ ΜΟΥ · ΤΑ ΑΓΑΠΗΜΕΝΑ ΜΟΥ · ΔΩΡΟΚΑΡΤΑ · Instagram. © 2026 Antithesis Clothing Clothing - All ...,"site:.gr ""clothing"" ""δωροκάρτα""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,apivita.com,e Gift Card Terms,https://www.apivita.com/en/terms-conditions-egift-card?srsltid=AfmBOooSLSeBpqV9j5ulf_DYi5O5Q8AcGjDBdvsTClSZxXin1OzEGsO9,e Gift Card Terms,Men's Skincare & Grooming · All Products · CONCERN @@. Multiple Signs Of Aging ... It is not possible to redeem an e-Gift Card for the purchase of another e-Gift ...,"""Athens"" ""skincare"" ""gift card""",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
85,apostolouepiplo.gr,Αγοράστε μία Δωροεπιταγή,https://www.apostolouepiplo.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,Τα καλάθι αγορών σας είναι άδειο! close. Apostolou Furniture - Έπιπλο Αποστόλου ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή ...,"site:.gr ""furniture"" ""δωροεπιταγή""",1,data\discovery\focused-harvest-v7\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,apothekespa.com,30,https://www.apothekespa.com/en/gift-card,Gift Card 30,Give them the gift of choise with an apotheke spa gift card. They are ... Chania +30 2821079797. OPENTIME. 10:00 - 21:00. Sat: 10:00 - 20:00. PREPAYMENT.,"""Chania"" ""spa"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,applybay.shop,Mid-Level Gift Card Programmes & Planogram Compliance ...,https://applybay.shop/mid-gift-card-programmes-planogram-compliance-rosary-maker-for-fitness-jobs,Mid-Level Gift Card Programmes & Planogram Compliance ...,"Mid-Level Gift Card Programmes & Planogram Compliance Rosary Maker for Fitness jobs ... Yarham Heaton Health — Chalandri, Chalandri Municipality — EUR ...","""Chalandri"" ""fitness"" ""gift card""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,aptmedicalaesthetics.com,Gift card - 1 Medical Spa in Oakville,https://aptmedicalaesthetics.com/shop/giftcard/Gift-card/?srsltid=AfmBOoqRnlZCY3W-V8arQkbnmEQbTPQAzGRuLZ1_sLT_x14UjWOC4nwb,Gift card - 1 Medical Spa in Oakville,"Similar to gift certificates, these gift cards can be purchased for any dollar amount and do not expire. Call us now to order your gift card, or let us know ...","""medical spa"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
60,arapina.co.uk,Order a voucher delivery in London from Arapina Bakery,https://arapina.co.uk/product/gift-voucher/?srsltid=AfmBOoqDadsY6A2dLGgxll2sitN_mB5btRF785eLcm9gMQTbE3NbfWzd,Order a voucher delivery in London from Arapina Bakery,"Enjoy eating and living the way Arapina suggests! Buy a gift voucher with us ... The pistachio scroll was also delicious, the pastry itself was a ...","""pastry"" ""gift voucher"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
100,archaeotours.gr,Ancient Greece,https://www.archaeotours.gr/product-category/wps_wgm_giftcard/,Gift Card - Ancient Greece,"Mythology for Kids (2). Our Best Sellers. Destination Nafplio. Rated 0 ... Crete, there's a Destination Gift Card waiting for you. Our Destination Gift ...","""Crete"" ""kids"" ""gift card""",5,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
85,argo-ceramics-gifts.gr,Αγοράστε μία Δωροεπιταγή,https://www.argo-ceramics-gifts.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,argo-ceramics-gifts.gr · 0. Όλες. Όλες; SHOP; ΑΝΤΙΚΕΙΜΕΝΑ ΤΕΧΝΗΣ ... Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας.,"site:.gr ""gifts"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
85,armadio.gr,120,https://www.armadio.gr/en/shop/%CE%B4%CF%89%CF%81%CE%BF%CE%BA%CE%AC%CF%81%CF%84%CE%B1-120,Δωροκάρτα 120 - Gift cards,Δωροκάρτα 120€ Gift cards Δωροκάρτα αξίας 120 ... Women's clothing; 3Dresses · Shirts; 3Skirts; 7Blouses ... Δωροκάρτα 120€. Δωροκάρτα 120€. dorokarta120-01 ...,"site:.gr ""clothing"" ""δωροκάρτα""",7,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,armoniawellness.gr,Christmas Gift Cards,https://www.armoniawellness.gr/christmas-gift-cards/,Christmas Gift Cards,"Κανενα προϊον στο καλαθι σας. Armonia Wellness ... Ψάχνεις Χριστουγεννιάτικο δώρο; Χάρισε μία δωροεπιταγή μας για massage, θεραπεία προσώπου, Body Scrub ή ...","site:.gr ""wellness"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
85,artandbeauty.gr,Αγοράστε μία Δωροεπιταγή,https://artandbeauty.gr/index.php?route,Αγοράστε μία Δωροεπιταγή,Αυτή η δωροεπιταγή θα αποσταλεί μέ e-mail στον παραλήπτη αφού ολοκληρωθεί ή πληρωμή σας. ... Art and beauty nails · art_and_beauty_nails_. Εξυπηρέτηση.,"site:.gr ""nails"" ""δωροεπιταγή""",2,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,artandwalk.com,Gift Card,https://artandwalk.com/tour/gift-card/,Gift Card,How It Works: Choose Your Amount – Select a gift card value that suits your budget (€48 covers one adult tour or workshop!),"""tour"" ""gift card"" Greece",1,data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
85,artdeco.com.gr,eshave Gift Card Outlet Online,https://www.artdeco.com.gr/?a=cate-76530256,eshave Gift Card Outlet Online,eshave Gift Card Outlet Online ; Sales unit · 1 piece ; Delivery date · 2026-08-29 Later ; Product features. Product: eshave Gift Card Brand: Eshave Type: Cosmetics,"site:.com.gr ""gift card""",8,data\discovery\focused-harvest-v7\clean-v7\review.csv | data\discovery\focused-harvest-v7-run1-backup\clean-v7\review.csv | data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,greek_domain_brand_coherence_unclear
100,artnhobby.ie,Gift Card €25.00,https://www.artnhobby.ie/products/gift-card-2500-gcs25?srsltid=AfmBOorHxFMSOU7C4zzHRGYySCQjqDGKg4bfMS1xxkp9pssBrU5vlXKX,Gift Card €25.00,Art & Hobby Gift Card €25.00. You can spend this card in any Art & Hobby store nationwide including our online store This Gift Card never expires.... Ever!,"""hobby"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear
