v4_score,domain,merchant_name,possible_official_url,title,snippet,query,occurrences,source_files,discovery_statuses,result_bucket,result_reason,v4_bucket,v4_reason,v5_bucket,v5_reason
105,marine-deals.co.nz,Marine Deals Gift Voucher with Sleeve,https://www.marine-deals.co.nz/gift-vouchers/marine-deals-gift-voucher-with-sleeve/p/84069/c/1126?srsltid=AfmBOorEc0CO-jC_robet4Pmft6dNc4IQBPSEVJlY3vjkWw3V5poBhiI,Marine Deals Gift Voucher with Sleeve,"The Marine Deals Gift Voucher includes a unique code that is entered upon checkout - so after your loved ones browse the website and add items to their cart, ...","""marine"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,medik8.com.cy,Medik8 CYPRUS* E,https://www.medik8.com.cy/products/medik8-e-gift-card?srsltid=AfmBOopU-lHw02o3ViKuvXo0Y6PvwBrqP6lJ9BWFTcoeO0fc9tF6ew4s,Medik8 CYPRUS* E-Gift Card,"A MEDIK8 CYPRUS* E-GIFT CARD by Medik8 is shown upright on a green textured surface with a matching fabric backdrop, offering a convenient digital gift option. ...","""Cyprus"" retail ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,nobberpharmacy.voucherconnect.com,Nobber Pharmacy Gift Card - Nobber pharmacy Vouchers | Voucher ...,https://nobberpharmacy.voucherconnect.com/product/7900,Nobber Pharmacy Gift Card - Nobber pharmacy Vouchers | Voucher ...,"Buy a Nobber Pharmacy Gift Voucher and use it against any purchase in store. Voucher Value. Select Value, €25.00, €50.00, €75.00, €100.00 ...","""pharmacy"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,odeon.co.uk,buy odeon gift cards online,https://www.odeon.co.uk/gift-cards/,buy odeon gift cards online,"Give the gift of cinema with an ODEON gift card to pay for tickets, snacks and drinks. Buy gift cards online.","""cinema"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,robo.com.cy,ROBO Gift Voucher €100 - Electronics Gift Card Cyprus,https://robo.com.cy/products/robo-gift-voucher-100?srsltid=AfmBOopInlynQ7C8YGSYn1wYHtOo6Aynzdv13C_8QHXvdJ2R3Ndu_RhI,ROBO Gift Voucher €100 - Electronics Gift Card Cyprus,"Buy €100 ROBO gift voucher in Cyprus. Perfect gift for electronics enthusiasts, makers, and students. Redeemable on all products. Digital delivery.","""electronics"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,rockshop.co.nz,Gift Voucher Rockshop,https://www.rockshop.co.nz/gift-voucher?srsltid=AfmBOoqy8XDTx4mlBQnolOaX-R_DcH6LH0s7aAMbo0Zfj-u-BxG56-y-,Gift Voucher Rockshop,You can check your balance of your Gift Card here. ROCKSHOP & KBB MUSIC ELECTRONIC GIFT VOUCHER · ROCKSHOP & KBB MUSIC GIFT CARD VOUCHER - PHYSICAL GIFT CARD.,"""music"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,tinawingphotography.co.uk,Tina Wing Photography Gift Vouchers,https://www.tinawingphotography.co.uk/photography-gift-vouchers,Tina Wing Photography Gift Vouchers,Give that special gift of beautiful wedding and portrait photography with a Tina Wing Photography gift voucher. Phone now to book on 07927 515996.,"""photography"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,treatwell.co.uk,Treatwell Gift Card | The Ultimate Health & Beauty Gift Idea,https://www.treatwell.co.uk/gift-card/,Treatwell Gift Card | The Ultimate Health & Beauty Gift Idea,"Each Treatwell Gift Card carries a digital balance for pampering, redeemable at thousands of salons and wellness venues when you book on treatwell.co.uk or the ...","""UK"" beauty ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,voucher.ariescreative.com,Gift voucher - smartVoucher,https://voucher.ariescreative.com/widget/voucher.php?kID=V001023&lng=3&css=https://voucher.ariescreative.com/admin/images/user_upload/k23/voucher.css&path=/en/service/voucher&furl=https%3A%2F%2Fwww.vierjahreszeiten.it%2Fen%2Fservice%2Fvoucher%3F_gl%3D1%252A12f3cw%252A_up%252AMQ..%252A_gs%252ANQ..%26cHash%3D396baebf253439adc7b7a9c5a1f22ca1,Gift voucher - smartVoucher,Gift voucher. Create your own voucher and choose the amount you want to give ... Partial massage (legs or back). Pure relaxation for legs or back. The ...,"""massage"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,vouchers.kmmaltairlines.com,KM Malta Gift Vouchers,https://vouchers.kmmaltairlines.com/,KM Malta Gift Vouchers,Customise Your Gift Voucher. Voucher Theme. ❮. Upload your own image. Custom ... 2025 © KM Malta Airlines Limited. All rights reserved.,"""Malta"" travel ""gift voucher"" official",5,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,wickedthemusical.co.uk,Wicked Gift Cards | Wicked The Musical - UK,https://www.wickedthemusical.co.uk/giftcards/,Wicked Gift Cards | Wicked The Musical - UK,Choose your seats on the theatre seat plan and proceed to the check out. At the checkout enter your unique Gift Card code where indicated and proceed to enter ...,"""theatre"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
105,wollongong.nsw.gov.au,Gift Vouchers | Wollongong City Leisure Centres,https://wollongong.nsw.gov.au/leisurecentres/join/gift-vouchers,Gift Vouchers | Wollongong City Leisure Centres,"A Wollongong City Leisure Centres gift voucher is a great option for that hard to buy person, or someone who wants to get fit.","""fitness"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source|brand_domain_match,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,57fashionbar.com,GIFTCARDS,https://57fashionbar.com/collections/giftcards?srsltid=AfmBOoocuvtx3h_4gHRdVm2M54dTTSWoKy9MMoT6YlU9YkE9aycRdvr8,GIFTCARDS,"GIFT CARD 50€. Shop Now >. GIFT CARD 50€. GIFT CARD 50€. 57 FASHION BAR. Regular price €50,00 · GIFT CARD 100€. Shop Now >. GIFT CARD 100€.","""fashion"" ""gift card"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,adolfodominguez.com,Gift Card | AD Portugal,https://www.adolfodominguez.com/en-pt/gift-card-199990000300.html,Gift Card | AD Portugal,"We think that one gift is enough. Choose the value of your gift card: €50, €100 or €200. Send it by email to whoever you want. Enjoy the good choice.","""Portugal"" fashion ""gift card"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,agramada.com,Buy your Gift Card,https://www.agramada.com/book-gift-card,Buy your Gift Card,Agramada Hotel. Languages. GR · EN · Press · Feedback Form · Contact Us ... Buy your Gift Card. 0. Your cart. ×. Make a reservation · Reservation ...,"""hotel"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,airserbia.com,Gift voucher,https://www.airserbia.com/en/explore/services/gift-voucher,Gift voucher,Sweden (SEK) · Switzerland (CHF) · Turkey (USD) · United Kingdom (GBP) · United ... Gift voucher. You wish to surprise your dear one with something special ...,"""Sweden"" travel ""gift voucher"" official",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,allsportstore.com,All Sports GIFT VOUCHERS,https://www.allsportstore.com/en/All-Sports-GIFT-VOUCHERS/m-19488.aspx,All Sports GIFT VOUCHERS,All Sports GIFT VOUCHERS | AllSportStore.com AllSportStore.com. Summer Sale: Up ... Why Choose an E-Gift Voucher? Fast and convenient. Available in any ...,"""sports"" ""gift voucher"" Greece",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,artnhobby.ie,Gift Card €25.00,https://www.artnhobby.ie/products/gift-card-2500-gcs25?srsltid=AfmBOorHxFMSOU7C4zzHRGYySCQjqDGKg4bfMS1xxkp9pssBrU5vlXKX,Gift Card €25.00,Art & Hobby Gift Card €25.00. You can spend this card in any Art & Hobby store nationwide including our online store This Gift Card never expires.... Ever!,"""hobby"" ""gift card"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,artofescaperoom.com,Gift card,https://www.artofescaperoom.com/product/gift-card/,Gift card,Treat your recipient to a Escape Room Gift Voucher which can be printed or emailed and used when making the reservation online.,"""escape room"" ""gift voucher"" Greece",5,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,athenaflower.com,Gift voucher for a 60-minute Swedish massage session for women ...,https://athenaflower.com/en/gift-voucher-for-a-60-minute-swedish-massage-session-for-women-from-hash-spa-loris-flower-bouquet/p900883755,Gift voucher for a 60-minute Swedish massage session for women ...,Gift voucher for a 60-minute Swedish massage session for women from Hash Spa | Loris flower bouquet. 0. 462. 462. In Stock.,"""massage"" ""gift voucher"" Greece",6,data\discovery\mass-harvest-v5\clean-v5.1\review.csv | data\discovery\mass-harvest-v5\clean-v5.2\manual-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv | data\discovery\mega-harvest-v6\clean-v6\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
95,babywearing365.com,Δωροεπιταγή 150€ - Κράτα το ευτυχισμένο στην αγκαλιά σου,https://www.babywearing365.com/product/giftcard-150e/,Δωροεπιταγή 150€ - Κράτα το ευτυχισμένο στην αγκαλιά σου,"Τώρα μπορείτε να επιλέξετε μια δωροεπιταγή από το Babywearing365.com ,για να αποκτήσουν οι φίλοι σας ακριβώς αυτό που χρειάζονται για το πολύτιμο μικρό τους!","""δωροεπιταγή""",4,data\discovery\mass-harvest-v5\clean-v5.2\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.3\global-review.csv | data\discovery\mass-harvest-v5\clean-v5.4\review.csv | data\discovery\mass-harvest-v5\clean-v5.5\review.csv,,REVIEW,non_greek_brand_coherence_unclear,MANUAL_HIGH,gift_title|gift_url|gift_snippet|repeated_source|multi_source,MANUAL_REVIEW,foreign_or_market_relevance_unclear
